Frame Rate:,23.9760239760
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
818,00:00:34.117,4.02234649122807,1.3940131578947368,3.6579605263157893,7.0150657894736845
819,00:00:34.159,3.9914400584795318,1.2723464912280702,3.6805263157894736,7.021447368421053
820,00:00:34.201,3.5926973684210526,1.3774561403508772,3.2169517543859647,6.183684210526316
821,00:00:34.243,3.482514619883041,1.2641228070175439,3.2142543859649124,5.969166666666666
822,00:00:34.284,3.299802631578947,1.2281140350877193,3.145175438596491,5.526118421052631
823,00:00:34.326,3.4869809941520464,1.4242543859649124,3.245986842105263,5.790701754385965
824,00:00:34.368,3.0251388888888893,1.0201973684210526,2.964166666666667,5.091052631578948
825,00:00:34.409,2.5603216374269007,0.9709649122807018,2.5519078947368423,4.158092105263158
826,00:00:34.451,65.40184210526316,34.58907894736842,50.97366228070175,110.6427850877193
827,00:00:34.493,3.484181286549708,2.1324122807017543,3.734561403508772,4.585570175438597
828,00:00:34.534,3.397039473684211,2.2522149122807016,3.6600877192982457,4.2788157894736845
829,00:00:34.576,3.3907236842105264,2.136425438596491,3.5235087719298246,4.512236842105263
830,00:00:34.618,3.505555555555555,2.132609649122807,3.7292763157894737,4.654780701754386
831,00:00:34.660,3.89953216374269,2.429495614035088,4.122236842105263,5.146864035087719
832,00:00:34.701,3.9845760233918135,2.318026315789474,4.285263157894737,5.350438596491228
833,00:00:34.743,4.6192324561403515,3.020592105263158,4.454035087719299,6.383070175438596
834,00:00:34.785,4.31235380116959,2.9562280701754386,4.023640350877193,5.9571929824561405
835,00:00:34.826,4.446659356725147,3.088574561403509,4.110723684210527,6.140679824561404
836,00:00:34.868,5.065577485380118,3.85515350877193,4.529714912280702,6.811864035087719
837,00:00:34.910,4.826622807017544,3.4648684210526315,4.491140350877193,6.523859649122807
838,00:00:34.952,4.72656432748538,3.4999780701754384,4.202127192982456,6.477587719298246
839,00:00:34.993,4.440701754385965,3.5896929824561403,3.8354605263157895,5.896951754385965
840,00:00:35.035,3.7437426900584794,2.7926973684210528,3.3941008771929826,5.044429824561403
841,00:00:35.077,3.373252923976608,2.403026315789474,3.0293201754385963,4.687412280701754
842,00:00:35.118,3.136959064327485,2.283969298245614,2.611842105263158,4.5150657894736845
843,00:00:35.160,2.773230994152047,2.1612280701754387,2.3258991228070176,3.8325657894736844
844,00:00:35.202,2.4790131578947365,1.831578947368421,2.0560087719298243,3.5494517543859647
845,00:00:35.244,2.8712207602339177,2.7699561403508772,1.9081798245614034,3.9355263157894735
846,00:00:35.285,2.0511769005847955,1.5582456140350878,1.624451754385965,2.970833333333333
847,00:00:35.327,2.17453216374269,1.8421710526315789,1.5048464912280701,3.176578947368421
848,00:00:35.369,1.688157894736842,1.4051535087719298,1.2320833333333334,2.427236842105263
849,00:00:35.410,1.7671052631578947,1.5270833333333333,1.2286842105263158,2.545548245614035
850,00:00:35.452,1.6904532163742687,1.5319517543859649,1.1710745614035087,2.368333333333333
851,00:00:35.494,2.055131578947368,1.6315350877192982,1.5227412280701755,3.0111184210526316
852,00:00:35.535,1.8089766081871348,1.4042543859649124,1.425219298245614,2.5974561403508774
853,00:00:35.577,1.7118347953216375,1.2943421052631578,1.3911184210526315,2.450043859649123
854,00:00:35.619,55.218735380116954,38.66151315789474,58.148486842105264,68.84620614035087
855,00:00:35.661,4.072244152046783,5.157850877192982,2.6949780701754387,4.36390350877193
856,00:00:35.702,2.929269005847953,2.7299342105263156,2.3651973684210525,3.692675438596491
857,00:00:35.744,2.885994152046784,3.0919736842105263,2.158135964912281,3.4078728070175437
858,00:00:35.786,3.0289327485380118,3.049078947368421,2.3453728070175437,3.6923464912280703
859,00:00:35.827,2.590116959064327,2.5458114035087718,2.0269736842105264,3.197565789473684
860,00:00:35.869,2.5566739766081876,3.051622807017544,1.6862719298245614,2.932127192982456
861,00:00:35.911,2.3531798245614035,2.3863815789473684,1.8488815789473685,2.8242763157894735
862,00:00:35.953,2.12500730994152,2.3821491228070175,1.506688596491228,2.4861842105263157
863,00:00:35.994,1.8791959064327486,2.4250877192982454,1.0733552631578946,2.139144736842105
864,00:00:36.036,0.8795102339181287,0.3738377192982456,0.9528508771929824,1.311842105263158
865,00:00:36.078,0.3961842105263158,0.2274122807017544,0.35736842105263156,0.6037719298245614
866,00:00:36.119,1.2334868421052632,1.1299122807017543,0.9314473684210526,1.6391008771929825
867,00:00:36.161,0.36563596491228073,0.07392543859649123,0.4561842105263158,0.5667982456140351
868,00:00:36.203,0.7167032163742689,0.26846491228070174,0.8171491228070176,1.0644956140350876
869,00:00:36.245,2.3353216374269006,3.181995614035088,1.2116666666666667,2.6123026315789475
870,00:00:36.286,0.574437134502924,0.267719298245614,0.5880043859649123,0.8675877192982456
871,00:00:36.328,1.013764619883041,0.5168859649122807,1.0489473684210526,1.4754605263157894
872,00:00:36.370,1.7531944444444445,2.15280701754386,1.017609649122807,2.089166666666667
873,00:00:36.411,1.868625730994152,1.9045833333333333,1.4480043859649123,2.2532894736842106
874,00:00:36.453,1.3211038011695906,1.3581359649122806,1.028969298245614,1.5762061403508771
875,00:00:36.495,2.8433406432748534,2.4643201754385964,2.7848026315789474,3.2808991228070177
876,00:00:36.536,6.5379385964912275,6.493793859649123,6.306666666666667,6.813355263157895
877,00:00:36.578,6.559861111111111,6.316973684210526,6.86484649122807,6.497763157894737
878,00:00:36.620,7.6767836257309945,8.272982456140351,7.264692982456141,7.492675438596491
879,00:00:36.662,5.963238304093568,5.961491228070176,5.704561403508772,6.223662280701754
880,00:00:36.703,4.349627192982457,4.090460526315789,4.2517543859649125,4.706666666666667
881,00:00:36.745,4.291959064327485,4.242675438596491,4.116491228070175,4.51671052631579
882,00:00:36.787,3.9662573099415206,3.8012061403508772,3.7992543859649124,4.298311403508772
883,00:00:36.828,4.832390350877193,5.016973684210527,4.1033333333333335,5.37686403508772
884,00:00:36.870,3.572580409356725,3.4972587719298245,3.099627192982456,4.120855263157894
885,00:00:36.912,3.221505847953216,3.10609649122807,2.7463815789473682,3.8120394736842105
886,00:00:36.954,4.538384502923977,4.98405701754386,3.4250219298245614,5.206074561403509
887,00:00:36.995,3.5505190058479528,3.882061403508772,2.633815789473684,4.135679824561404
888,00:00:37.037,3.431118421052632,3.524013157894737,2.7251535087719296,4.044188596491228
889,00:00:37.079,3.368318713450293,3.761995614035088,2.439605263157895,3.903355263157895
890,00:00:37.120,2.906030701754386,3.0572149122807017,2.2657236842105264,3.39515350877193
891,00:00:37.162,2.6041008771929826,2.665964912280702,2.045,3.1013377192982454
892,00:00:37.204,2.0259868421052634,2.506732456140351,1.3075877192982457,2.263640350877193
893,00:00:37.246,1.3140862573099414,1.0185526315789473,1.2512280701754386,1.6724780701754387
894,00:00:37.287,2.6532675438596494,3.533092105263158,1.6129605263157896,2.81375
895,00:00:37.329,2.785080409356725,3.427017543859649,1.9016447368421052,3.0265789473684213
896,00:00:37.371,9.400745614035088,14.173092105263159,3.6458552631578947,10.383289473684211
897,00:00:37.412,3.4323757309941514,3.1807236842105264,2.914188596491228,4.202214912280701
898,00:00:37.454,4.632573099415205,4.15546052631579,4.421118421052632,5.321140350877193
899,00:00:37.496,6.848406432748537,7.580745614035088,6.114451754385965,6.850021929824561
900,00:00:37.537,6.843559941520468,6.561293859649123,6.993947368421052,6.975438596491228
901,00:00:37.579,7.273479532163743,6.571271929824562,7.79375,7.455416666666666
902,00:00:37.621,9.398326023391812,10.77,8.606929824561403,8.818048245614035
903,00:00:37.663,8.479934210526316,8.205219298245614,8.877368421052632,8.357214912280702
904,00:00:37.704,10.47280701754386,13.509495614035087,8.726052631578947,9.182872807017544
905,00:00:37.746,9.374473684210527,11.174144736842106,8.110877192982457,8.838399122807017
906,00:00:37.788,8.85360380116959,10.470219298245613,7.39780701754386,8.692785087719297
907,00:00:37.829,8.314612573099415,9.215833333333334,7.121184210526316,8.606820175438596
908,00:00:37.871,9.266600877192984,10.820438596491227,7.389868421052632,9.589495614035087
909,00:00:37.913,9.853377192982457,12.289714912280703,7.568947368421052,9.701469298245614
910,00:00:37.955,9.443662280701753,11.81078947368421,7.467456140350877,9.052741228070175
911,00:00:37.996,8.816147660818714,9.835986842105264,7.228925438596491,9.383530701754387
912,00:00:38.038,8.385270467836257,9.55234649122807,6.644802631578948,8.958662280701754
913,00:00:38.080,49.77113304093567,46.518004385964915,48.175657894736844,54.61973684210526
914,00:00:38.121,8.084239766081872,5.297105263157895,6.741754385964913,12.213859649122806
915,00:00:38.163,8.806154970760234,6.423640350877193,7.054473684210526,12.940350877192982
916,00:00:38.205,7.8125219298245625,5.605416666666667,6.366271929824562,11.465877192982456
917,00:00:38.247,8.81483187134503,7.075986842105263,6.701425438596491,12.667083333333334
918,00:00:38.288,8.207112573099415,6.252609649122807,6.4379605263157895,11.930767543859648
919,00:00:38.330,8.141074561403508,6.457697368421052,6.062697368421053,11.902828947368421
920,00:00:38.372,7.721820175438597,5.941622807017544,5.959912280701754,11.263925438596491
921,00:00:38.413,8.557163742690058,6.673377192982456,6.446578947368421,12.551535087719298
922,00:00:38.455,8.877828947368423,7.294868421052632,6.6020394736842105,12.736578947368422
923,00:00:38.497,8.542697368421052,6.640570175438596,6.7211842105263155,12.266337719298246
924,00:00:38.538,9.316747076023391,7.601776315789474,6.978662280701754,13.369802631578947
925,00:00:38.580,8.996761695906432,7.42140350877193,6.9003070175438594,12.668574561403508
926,00:00:38.622,9.143179824561402,7.17859649122807,7.0821929824561405,13.16875
927,00:00:38.664,9.536366959064328,7.894364035087719,7.181754385964912,13.532982456140351
928,00:00:38.705,8.71640350877193,6.721162280701755,6.908706140350877,12.519342105263158
929,00:00:38.747,8.784502923976609,7.025394736842105,6.6163377192982455,12.711776315789473
930,00:00:38.789,9.103296783625732,7.856162280701755,6.599276315789473,12.854451754385964
931,00:00:38.830,8.349451754385965,6.530285087719299,6.657894736842105,11.86017543859649
932,00:00:38.872,9.8693932748538,8.478157894736842,7.398311403508772,13.731710526315789
933,00:00:38.914,9.414831871345028,8.041118421052632,7.209890350877193,12.993486842105263
934,00:00:38.956,10.073742690058479,8.780570175438596,7.582587719298246,13.858070175438597
935,00:00:38.997,9.543793859649123,8.249100877192982,7.253399122807018,13.128881578947368
936,00:00:39.039,9.793808479532164,8.638355263157894,7.187171052631579,13.555899122807018
937,00:00:39.081,9.31891081871345,8.027719298245614,7.068048245614035,12.860964912280702
938,00:00:39.122,10.05265350877193,9.184912280701754,7.04688596491228,13.926162280701755
939,00:00:39.164,9.858230994152047,9.293026315789474,6.922763157894737,13.35890350877193
940,00:00:39.206,9.890095029239767,9.009802631578948,6.950745614035088,13.709736842105263
941,00:00:39.248,9.766593567251462,8.805328947368421,7.137763157894737,13.356688596491228
942,00:00:39.289,10.710562865497076,9.697609649122807,7.777916666666667,14.656162280701754
943,00:00:39.331,10.386074561403507,8.539824561403508,8.520986842105263,14.097412280701754
944,00:00:39.373,11.589934210526316,10.288618421052632,9.245679824561403,15.235504385964912
945,00:00:39.414,11.377587719298246,9.54890350877193,9.359188596491228,15.22467105263158
946,00:00:39.456,12.283230994152047,10.740723684210526,9.702149122807018,16.406820175438597
947,00:00:39.498,11.67047514619883,9.954890350877193,9.414100877192983,15.642434210526316
948,00:00:39.539,11.989276315789473,11.06673245614035,8.721951754385964,16.179144736842105
949,00:00:39.581,11.298720760233918,10.192719298245613,8.404956140350878,15.298486842105262
950,00:00:39.623,11.762858187134503,10.988070175438596,8.14,16.160504385964913
951,00:00:39.665,11.342002923976608,10.275350877192983,8.191074561403509,15.559583333333334
952,00:00:39.706,11.691834795321638,11.083991228070175,8.032741228070176,15.958771929824561
953,00:00:39.748,11.255197368421051,10.407302631578947,8.005285087719297,15.353004385964912
954,00:00:39.790,11.837558479532163,11.200964912280702,8.072807017543859,16.23890350877193
955,00:00:39.831,10.874627192982457,9.617478070175439,7.909627192982456,15.096776315789473
956,00:00:39.873,11.679758771929826,10.88140350877193,7.951118421052632,16.206754385964913
957,00:00:39.915,11.247653508771931,10.264934210526317,7.739978070175439,15.738048245614035
958,00:00:39.957,11.412149122807017,10.959802631578947,7.644605263157895,15.63203947368421
959,00:00:39.998,10.931176900584795,9.97828947368421,7.591973684210526,15.223267543859649
960,00:00:40.040,11.470709064327485,10.695723684210526,7.792214912280702,15.924188596491229
961,00:00:40.082,11.172404970760233,10.280570175438596,7.767543859649122,15.469100877192982
962,00:00:40.123,11.960818713450292,11.451030701754386,8.0025,16.42892543859649
963,00:00:40.165,11.328991228070175,10.583925438596491,7.903530701754386,15.49951754385965
964,00:00:40.207,12.425219298245615,12.357412280701755,8.119890350877194,16.798355263157895
965,00:00:40.249,11.820095029239766,11.025153508771929,8.096754385964912,16.338377192982456
966,00:00:40.290,12.82654970760234,12.483881578947368,8.315592105263159,17.680175438596493
967,00:00:40.332,12.452938596491228,11.980679824561404,8.329298245614035,17.048837719298245
968,00:00:40.374,12.996856725146197,12.622478070175438,8.522609649122806,17.84548245614035
969,00:00:40.415,12.88111111111111,12.19861842105263,8.544890350877193,17.89982456140351
970,00:00:40.457,13.196293859649122,12.822741228070175,8.558311403508771,18.20782894736842
971,00:00:40.499,12.671366959064327,12.105021929824561,8.469912280701754,17.439166666666665
972,00:00:40.540,13.165548245614033,12.651074561403508,8.692083333333333,18.153486842105263
973,00:00:40.582,12.763011695906433,12.477456140350878,8.326513157894738,17.485065789473683
974,00:00:40.624,12.653362573099415,11.770285087719298,8.385263157894737,17.804539473684212
975,00:00:40.666,54.25951023391813,49.8769298245614,52.28890350877193,60.61269736842105
976,00:00:40.707,4.437214912280702,3.5954166666666665,2.672434210526316,7.0437938596491225
977,00:00:40.749,4.307843567251463,3.2552850877192983,2.7703070175438596,6.897938596491228
978,00:00:40.791,3.8652923976608187,2.3474561403508774,2.677061403508772,6.571359649122807
979,00:00:40.832,5.826023391812865,5.435789473684211,3.1998684210526314,8.842412280701755
980,00:00:40.874,3.68468567251462,2.0269298245614036,2.7063815789473686,6.320745614035087
981,00:00:40.916,4.424254385964912,3.830043859649123,2.6702412280701755,6.772478070175438
982,00:00:40.958,4.020365497076023,2.9203070175438595,2.719342105263158,6.4214473684210525
983,00:00:40.999,5.110394736842106,4.687434210526316,2.928530701754386,7.715219298245614
984,00:00:41.041,4.736206140350877,3.7393201754385963,3.0179824561403508,7.451315789473684
985,00:00:41.083,4.502997076023392,2.8226535087719298,3.385285087719298,7.301052631578948
986,00:00:41.124,6.335884502923975,6.541052631578947,3.389122807017544,9.077478070175438
987,00:00:41.166,3.189634502923976,1.7970833333333334,2.3236842105263156,5.4481359649122805
988,00:00:41.208,3.9178216374269006,2.782017543859649,2.5785745614035087,6.392872807017544
989,00:00:41.250,5.137814327485381,5.234144736842105,2.524078947368421,7.655219298245614
990,00:00:41.291,3.0067616959064325,1.6382894736842106,2.273048245614035,5.1089473684210525
991,00:00:41.333,3.263779239766082,2.216074561403509,2.21515350877193,5.360109649122807
992,00:00:41.375,5.351783625730994,5.365372807017544,2.598333333333333,8.091644736842106
993,00:00:41.416,3.4270687134502924,1.7274780701754386,2.503640350877193,6.050087719298245
994,00:00:41.458,4.211827485380117,2.590701754385965,2.939671052631579,7.105109649122807
995,00:00:41.500,6.617280701754386,6.87921052631579,3.3070833333333334,9.665548245614035
996,00:00:41.541,4.133559941520468,2.2654605263157896,2.9838815789473685,7.151337719298246
997,00:00:41.583,4.76844298245614,3.056425438596491,3.282609649122807,7.966293859649123
998,00:00:41.625,6.899283625730995,6.50686403508772,3.8394956140350875,10.351491228070175
999,00:00:41.667,5.376542397660818,3.4130043859649124,3.7209429824561404,8.995679824561403
1000,00:00:41.708,6.790350877192982,5.411184210526316,4.250350877192982,10.709517543859649
1001,00:00:41.750,7.009108187134502,5.660701754385965,4.460065789473684,10.906557017543859
1002,00:00:41.792,6.795211988304093,5.281973684210526,4.407719298245614,10.69594298245614
1003,00:00:41.833,7.786133040935673,6.469144736842106,4.79015350877193,12.099100877192983
1004,00:00:41.875,7.452353801169591,5.930043859649123,4.732543859649123,11.694473684210527
1005,00:00:41.917,7.712828947368422,6.134692982456141,4.990570175438597,12.013223684210526
1006,00:00:41.959,8.451600877192982,6.779188596491228,5.407434210526316,13.168179824561404
1007,00:00:42.000,9.235409356725146,7.581315789473684,5.825504385964912,14.299407894736841
1008,00:00:42.042,8.889247076023391,6.699868421052631,5.967456140350877,14.000416666666666
1009,00:00:42.084,8.560248538011695,6.6176315789473685,5.554429824561404,13.508684210526315
1010,00:00:42.125,9.37529239766082,7.903355263157895,5.954320175438596,14.268201754385965
1011,00:00:42.167,8.685116959064327,6.729342105263158,5.6257675438596495,13.700241228070176
1012,00:00:42.209,9.324502923976608,7.8254166666666665,5.8869298245614035,14.261162280701754
1013,00:00:42.251,9.090504385964913,7.335372807017544,5.704473684210527,14.231666666666667
1014,00:00:42.292,9.617185672514621,7.402258771929825,6.232916666666667,15.216381578947368
1015,00:00:42.334,9.726995614035088,7.190197368421052,6.417412280701754,15.573377192982456
1016,00:00:42.376,9.556366959064327,7.645811403508772,5.994407894736842,15.028881578947368
1017,00:00:42.417,9.893340643274854,7.990855263157894,6.0752850877192985,15.61388157894737
1018,00:00:42.459,9.748187134502924,7.806074561403509,6.063925438596491,15.374561403508771
1019,00:00:42.501,11.159254385964912,9.905350877192982,6.536754385964913,17.035657894736843
1020,00:00:42.542,10.577887426900583,9.382521929824561,6.277565789473684,16.073574561403507
1021,00:00:42.584,9.796447368421052,7.950723684210526,6.157192982456141,15.281425438596491
1022,00:00:42.626,10.715921052631579,9.625394736842106,6.3855701754385965,16.136798245614035
1023,00:00:42.668,10.39015350877193,8.511513157894736,6.61046052631579,16.048486842105262
1024,00:00:42.709,18.38844298245614,22.386513157894736,7.53625,25.242565789473684
1025,00:00:42.751,10.490402046783625,7.432872807017544,6.909583333333333,17.12875
1026,00:00:42.793,10.9431067251462,8.380657894736842,6.986447368421053,17.4622149122807
1027,00:00:42.834,10.739480994152046,7.333947368421053,7.351820175438596,17.532675438596492
1028,00:00:42.876,10.923326023391814,7.672105263157895,7.407894736842105,17.68997807017544
1029,00:00:42.918,11.193472222222221,8.300416666666667,7.474298245614035,17.805701754385964
1030,00:00:42.960,10.69982456140351,6.967697368421053,7.518004385964912,17.613771929824562
1031,00:00:43.001,11.301388888888889,8.55671052631579,7.442653508771929,17.904802631578946
1032,00:00:43.043,11.379692982456142,8.358859649122808,7.725855263157895,18.05436403508772
1033,00:00:43.085,11.719875730994152,8.642368421052632,7.911162280701754,18.60609649122807
1034,00:00:43.126,11.831271929824561,8.507697368421052,8.127741228070175,18.858377192982456
1035,00:00:43.168,11.84516812865497,8.161666666666667,8.140614035087719,19.233223684210525
1036,00:00:43.210,11.729093567251462,8.352543859649122,8.04938596491228,18.785350877192982
1037,00:00:43.252,11.10795321637427,7.426206140350877,7.788508771929824,18.109144736842104
1038,00:00:43.293,11.28032894736842,8.903684210526317,7.3298464912280705,17.607456140350877
1039,00:00:43.335,10.899459064327486,7.875285087719298,7.4526973684210525,17.370394736842105
1040,00:00:43.377,10.845453216374269,8.289912280701754,7.202478070175439,17.043969298245614
1041,00:00:43.418,10.964422514619883,8.322807017543859,7.4333991228070175,17.13706140350877
1042,00:00:43.460,11.056856725146199,8.595614035087719,7.318421052631579,17.2565350877193
1043,00:00:43.502,10.951498538011696,8.308355263157894,7.401776315789474,17.14436403508772
1044,00:00:43.543,10.99624269005848,9.164429824561404,6.9815350877192985,16.842763157894737
1045,00:00:43.585,10.866944444444444,8.271359649122807,7.309429824561404,17.02004385964912
1046,00:00:43.627,13.156359649122807,10.178859649122806,9.205350877192982,20.084868421052633
1047,00:00:43.669,10.290036549707603,7.389078947368421,7.009627192982456,16.471403508771928
1048,00:00:43.710,10.796980994152046,8.43967105263158,6.9936184210526315,16.95765350877193
1049,00:00:43.752,10.47437865497076,7.276359649122807,7.246513157894737,16.900263157894738
1050,00:00:43.794,11.248157894736842,8.368859649122808,7.357675438596491,18.017938596491227
1051,00:00:43.835,10.941213450292397,7.680570175438596,7.566447368421053,17.576622807017543
1052,00:00:43.877,11.37452485380117,7.970372807017544,7.775657894736842,18.377543859649123
1053,00:00:43.919,11.745833333333332,8.405745614035087,8.003333333333334,18.82842105263158
1054,00:00:43.961,11.377288011695905,7.638815789473684,8.098092105263158,18.394956140350878
1055,00:00:44.002,11.52966374269006,7.819013157894737,8.182456140350878,18.58752192982456
1056,00:00:44.044,12.061213450292398,8.874956140350877,8.20359649122807,19.105087719298247
1057,00:00:44.086,11.482090643274853,7.746907894736842,8.127565789473683,18.571798245614033
1058,00:00:44.127,12.232149122807018,9.300964912280701,8.403684210526317,18.991798245614035
1059,00:00:44.169,12.093084795321637,8.556359649122808,8.627828947368421,19.095065789473683
1060,00:00:44.211,12.266410818713451,9.759802631578948,8.065285087719298,18.974144736842106
1061,00:00:44.253,11.764488304093568,8.82234649122807,8.100131578947368,18.370986842105264
1062,00:00:44.294,11.239736842105264,8.6225,7.50921052631579,17.5875
1063,00:00:44.336,11.15812865497076,8.39405701754386,7.641513157894737,17.438815789473683
1064,00:00:44.378,10.139320175438597,7.414188596491228,6.910635964912281,16.093135964912282
1065,00:00:44.419,10.548019005847955,8.275635964912281,6.9480043859649125,16.420416666666668
1066,00:00:44.461,9.51997076023392,6.624736842105263,6.563157894736842,15.372017543859648
1067,00:00:44.503,9.303187134502926,6.779539473684211,6.364649122807018,14.765372807017544
1068,00:00:44.544,9.71280701754386,7.383267543859649,6.516864035087719,15.23828947368421
1069,00:00:44.586,8.853355263157894,6.144144736842105,6.274166666666667,14.141754385964912
1070,00:00:44.628,9.78701023391813,7.828728070175439,6.58719298245614,14.945109649122807
1071,00:00:44.670,9.400833333333333,6.9416008771929825,6.572587719298245,14.688311403508772
1072,00:00:44.711,10.985665204678362,8.15140350877193,7.802127192982456,17.003464912280702
1073,00:00:44.753,13.666710526315791,11.918377192982456,9.147127192982456,19.934627192982457
1074,00:00:44.795,10.199115497076024,7.585109649122807,7.274100877192982,15.738135964912281
1075,00:00:44.836,11.149707602339179,8.606162280701755,7.6202850877192985,17.22267543859649
1076,00:00:44.878,11.987039473684211,10.295241228070175,7.995877192982456,17.67
1077,00:00:44.920,10.747112573099415,8.33094298245614,7.470789473684211,16.439605263157894
1078,00:00:44.962,11.619985380116958,9.921622807017544,7.632565789473684,17.30576754385965
1079,00:00:45.003,11.296374269005847,9.059495614035088,7.791469298245614,17.03815789473684
1080,00:00:45.045,10.887682748538012,9.320811403508772,7.209912280701754,16.132324561403507
1081,00:00:45.087,10.97706140350877,9.349144736842105,7.367478070175439,16.21456140350877
1082,00:00:45.128,10.685555555555554,8.971469298245614,7.006732456140351,16.0784649122807
1083,00:00:45.170,10.571038011695906,8.862412280701754,7.044912280701754,15.80578947368421
1084,00:00:45.212,11.611206140350879,10.69484649122807,7.4701973684210525,16.66857456140351
1085,00:00:45.254,10.980826023391813,9.584824561403508,7.4806798245614035,15.876973684210526
1086,00:00:45.295,11.577324561403508,10.170504385964913,7.901951754385965,16.65951754385965
1087,00:00:45.337,11.111922514619884,9.408399122807017,7.933574561403509,15.993793859649124
1088,00:00:45.379,10.714261695906432,8.860986842105262,7.279407894736842,16.002390350877192
1089,00:00:45.420,10.514751461988304,8.559144736842105,7.09296052631579,15.892149122807018
1090,00:00:45.462,10.51002192982456,9.097850877192982,6.697675438596491,15.73453947368421
1091,00:00:45.504,10.058223684210526,8.315964912280702,6.685701754385965,15.173004385964912
1092,00:00:45.545,12.249627192982457,9.66842105263158,8.623179824561403,18.457280701754385
1093,00:00:45.587,10.369605263157894,8.099407894736842,7.002938596491228,16.006469298245612
1094,00:00:45.629,10.468377192982457,8.047894736842105,7.0398464912280705,16.317390350877194
1095,00:00:45.671,11.056133040935672,9.222412280701754,7.058135964912281,16.88785087719298
1096,00:00:45.712,10.341915204678363,7.54765350877193,7.1912938596491225,16.286798245614037
1097,00:00:45.754,11.386849415204678,9.09313596491228,7.55796052631579,17.509451754385964
1098,00:00:45.796,11.448991228070176,8.904583333333333,7.855855263157895,17.586535087719298
1099,00:00:45.837,12.013362573099416,10.131184210526316,7.86655701754386,18.04234649122807
1100,00:00:45.879,12.005716374269007,9.533706140350878,8.268245614035088,18.21519736842105
1101,00:00:45.921,11.96919590643275,9.28796052631579,8.113048245614035,18.50657894736842
1102,00:00:45.963,12.038369883040936,9.940197368421053,7.986820175438597,18.18809210526316
1103,00:00:46.004,11.968391812865498,9.169035087719298,8.383947368421053,18.352192982456142
1104,00:00:46.046,12.535402046783625,10.529978070175439,8.279627192982456,18.796600877192983
1105,00:00:46.088,12.707602339181285,10.469627192982456,8.636030701754386,19.017149122807016
1106,00:00:46.129,12.651067251461988,10.67048245614035,8.323991228070176,18.95872807017544
1107,00:00:46.171,12.293326023391813,9.839714912280701,8.440855263157895,18.599407894736842
1108,00:00:46.213,12.536359649122806,10.723991228070176,8.21296052631579,18.672127192982455
1109,00:00:46.255,11.903676900584793,9.64561403508772,8.054956140350876,18.01046052631579
1110,00:00:46.296,11.766922514619884,10.231271929824562,7.630964912280702,17.438530701754384
1111,00:00:46.338,11.730095029239768,9.910679824561404,7.792456140350877,17.48714912280702
1112,00:00:46.380,10.983209064327484,8.445614035087718,7.435723684210526,17.06828947368421
1113,00:00:46.421,59.69972953216374,42.40061403508772,60.33149122807018,76.36708333333333
1114,00:00:46.463,11.275387426900584,8.505526315789474,9.66530701754386,15.655328947368421
1115,00:00:46.505,11.734883040935673,9.183333333333334,9.968048245614035,16.05326754385965
1116,00:00:46.546,12.76940058479532,10.273333333333333,10.893092105263158,17.141776315789475
1117,00:00:46.588,12.479378654970759,10.452543859649122,10.37188596491228,16.613706140350878
1118,00:00:46.630,13.979619883040934,12.09157894736842,11.778662280701754,18.06861842105263
1119,00:00:46.672,13.285102339181286,11.83936403508772,10.827302631578947,17.188640350877193
1120,00:00:46.713,14.861374269005848,13.735745614035087,11.934978070175438,18.913399122807018
1121,00:00:46.755,13.875833333333333,12.812872807017543,10.866776315789474,17.947850877192984
1122,00:00:46.797,14.908040935672515,14.044758771929825,11.63032894736842,19.049035087719297
1123,00:00:46.838,14.299086257309943,13.293881578947369,11.40673245614035,18.196644736842106
1124,00:00:46.880,14.834247076023393,14.915350877192983,11.211951754385964,18.37543859649123
1125,00:00:46.922,14.890197368421054,14.70232456140351,11.48888157894737,18.479385964912282
1126,00:00:46.964,14.936030701754385,15.518837719298245,10.97390350877193,18.315350877192984
1127,00:00:47.005,14.675226608187133,15.297785087719298,10.727960526315789,17.999934210526316
1128,00:00:47.047,15.066381578947366,16.586798245614034,10.537061403508773,18.075285087719298
1129,00:00:47.089,14.494956140350874,15.587850877192983,10.314824561403508,17.58219298245614
1130,00:00:47.130,15.306805555555556,16.785065789473684,10.658092105263158,18.477258771929826
1131,00:00:47.172,14.515972222222222,15.536776315789474,10.169232456140351,17.841907894736842
1132,00:00:47.214,15.551644736842107,17.064956140350876,10.843640350877193,18.746337719298246
1133,00:00:47.256,14.387595029239767,15.206206140350877,10.212017543859648,17.744561403508772
1134,00:00:47.297,14.994605263157894,16.538684210526316,10.14530701754386,18.299824561403508
1135,00:00:47.339,14.449970760233919,15.454868421052632,10.07453947368421,17.820504385964913
1136,00:00:47.381,14.867602339181284,16.04813596491228,10.210241228070176,18.344429824561402
1137,00:00:47.422,14.346067251461989,15.346951754385964,10.00436403508772,17.686885964912282
1138,00:00:47.464,14.604451754385964,15.388311403508771,10.131622807017544,18.29342105263158
1139,00:00:47.506,14.406140350877193,15.28125,10.105504385964911,17.831666666666667
1140,00:00:47.547,14.743326023391814,15.590964912280702,10.427214912280702,18.211798245614034
1141,00:00:47.589,14.515906432748537,15.421447368421052,10.250241228070175,17.876030701754384
